Dimensions.Height,Dimensions.Length,Dimensions.Width,Engine Information.Driveline,Engine Information.Engine Type,Engine Information.Hybrid,Engine Information.Number of Forward Gears,Engine Information.Transmission,Fuel Information.City mpg,Fuel Information.Fuel Type,Fuel Information.Highway mpg,Identification.Classification,Identification.ID,Identification.Make,Identification.Model Year,Identification.Year,Engine Information.Engine Statistics.Horsepower,Engine Information.Engine Statistics.Torque,Speed.Maximum,Speed.Accelaration,Color,Price,number_of_owners,pets,smoking,location,number_of_replacements,km
19,120,64,Four-wheel drive,Jeep 3.7L 6 Cylinder 210 hp 235 ft-lbs,True,4,4 Speed Automatic,15,Gasoline,21,Automatic transmission,2011 Jeep Liberty Sport 4x4,Jeep,2011 Jeep Liberty,2011,210,235,225,8.5,Cinzento,55000,3,No,Yes,Viana do Castelo,0,120000
19,120,64,Rear-wheel drive,Jeep 3.7L 6 Cylinder 210 hp 235 ft-lbs,True,4,4 Speed Automatic,16,Gasoline,22,Automatic transmission,2011 Jeep Liberty Jet Sport 4x2,Jeep,2011 Jeep Liberty,2011,210,235,240,7.2,Azul,65000,1,Yes,No,Lisboa,1,40000
19,120,64,Four-wheel drive,Jeep 3.7L 6 Cylinder 210 hp 235 ft-lbs,True,4,4 Speed Automatic,15,Gasoline,21,Automatic transmission,2011 Jeep Liberty Jet Sport 4x4,Jeep,2011 Jeep Liberty,2011,210,235,235,7.0,Encarnado,55000,1,Yes,No,Viana do Castelo,4,1000
19,120,64,Rear-wheel drive,Jeep 3.7L 6 Cylinder 210 hp 235 ft-lbs,True,4,4 Speed Automatic,16,Gasoline,22,Automatic transmission,2011 Jeep Liberty Sport 70th Anniversary 4x2,Jeep,2011 Jeep Liberty,2011,210,235,220,8.0,Verde,55000,1,Yes,Yes,Bragança,1,10000
19,120,64,Four-wheel drive,Jeep 3.7L 6 Cylinder 210 hp 235 ft-lbs,True,4,4 Speed Automatic,15,Gasoline,21,Automatic transmission,2011 Jeep Liberty Sport 70th Anniversary 4x4,Jeep,2011 Jeep Liberty,2011,210,235,217,6.5,Amarelo,55000,4,No,No,Viseu,2,150000
19,120,64,Rear-wheel drive,Jeep 3.7L 6 Cylinder 210 hp 235 ft-lbs,True,4,4 Speed Automatic,16,Gasoline,22,Automatic transmission,2011 Jeep Liberty Limited Edition 4x2,Jeep,2011 Jeep Liberty,2011,210,235,215,6.5,Azul,45000,2,No,No,Faro,4,5000
19,120,64,Four-wheel drive,Jeep 3.7L 6 Cylinder 210 hp 235 ft-lbs,True,4,4 Speed Automatic,15,Gasoline,21,Automatic transmission,2011 Jeep Liberty Limited Edition 4x4,Jeep,2011 Jeep Liberty,2011,210,235,223,7.5,Verde Corrida,65000,2,No,Yes,Bragança,1,70000
19,120,64,Rear-wheel drive,Jeep 3.7L 6 Cylinder 210 hp 235 ft-lbs,True,4,4 Speed Automatic,16,Gasoline,22,Automatic transmission,2011 Jeep Liberty Limited 70th Anniversary 4x2,Jeep,2011 Jeep Liberty,2011,210,235,222,7.5,Prateado,60000,1,Yes,Yes,Braga,0,80000
19,120,64,Four-wheel drive,Jeep 3.7L 6 Cylinder 210 hp 235 ft-lbs,True,4,4 Speed Automatic,15,Gasoline,21,Automatic transmission,2011 Jeep Liberty Limited 70th Anniversary 4x4,Jeep,2011 Jeep Liberty,2011,210,235,220,8.2,Prateado,65000,2,No,No,Aveiro,1,20000
19,120,64,Rear-wheel drive,Jeep 3.7L 6 Cylinder 210 hp 235 ft-lbs,True,4,4 Speed Automatic,16,Gasoline,22,Automatic transmission,2011 Jeep Liberty Jet Limited 4x2,Jeep,2011 Jeep Liberty,2011,210,235,223,8.2,Azul Corrida,65000,1,No,Yes,Coimbra,1,200000
19,120,64,Four-wheel drive,Jeep 3.7L 6 Cylinder 210 hp 235 ft-lbs,True,4,4 Speed Automatic,15,Gasoline,21,Automatic transmission,2011 Jeep Liberty Jet Limited 4x4,Jeep,2011 Jeep Liberty,2011,210,235,220,6.5,Laranja,45000,1,No,Yes,Coimbra,3,250000
19,120,64,Four-wheel drive,Jeep 3.7L 6 Cylinder 210 hp 235 ft-lbs,True,4,4 Speed Automatic,15,Gasoline,21,Automatic transmission,2011 Jeep Liberty Renegade 4x4,Jeep,2011 Jeep Liberty,2011,210,235,215,8.4,Laranja Lava,65000,4,No,Yes,Bragança,2,30000
203,146,212,All-wheel drive,Land Rover 3.2L 6 Cylinder 230 hp 234 ft-lbs,True,6,6 Speed Automatic Select Shift,15,Gasoline,22,Automatic transmission,2011 Land Rover LR2,Land Rover,2011 Land Rover LR2,2011,230,234,244,6.0,Verde Corrida,75000,3,No,Yes,Madeira,4,90000
203,146,212,All-wheel drive,Land Rover 3.2L 6 Cylinder 230 hp 234 ft-lbs,True,6,6 Speed Automatic Select Shift,15,Gasoline,22,Automatic transmission,2011 Land Rover LR2 HSE,Land Rover,2011 Land Rover LR2,2011,230,234,245,6.0,Cinzento,80000,5,No,No,Bragança,2,40000
203,146,212,All-wheel drive,Land Rover 3.2L 6 Cylinder 230 hp 234 ft-lbs,True,6,6 Speed Automatic Select Shift,15,Gasoline,22,Automatic transmission,2011 Land Rover LR2 HSE LUX,Land Rover,2011 Land Rover LR2,2011,230,234,245,6.0,Azul,70000,1,Yes,No,Porto,0,150000
203,146,115,All-wheel drive,Land Rover 3.2L 6 Cylinder 230 hp 234 ft-lbs,True,6,6 Speed Automatic Select Shift,15,Gasoline,22,Automatic transmission,2010 Land Rover LR2 HSE,Land Rover,2010 Land Rover LR2,2010,230,234,244,6.0,Verde Corrida,90000,2,No,No,Portalegre,1,5000
95,220,229,Four-wheel drive,Land Rover 5.0L 8 Cylinder 375 hp 375 ft-lbs,True,6,6 Speed Automatic Select Shift,12,Gasoline,17,Automatic transmission,2011 Land Rover LR4 HSE LUX,Land Rover,2011 Land Rover LR4,2011,375,375,300,1.9,Azul,150000,4,No,Yes,Portalegre,0,10000
95,220,229,Four-wheel drive,Land Rover 5.0L 8 Cylinder 375 hp 375 ft-lbs,True,6,6 Speed Automatic Select Shift,12,Gasoline,17,Automatic transmission,2011 Land Rover LR4,Land Rover,2011 Land Rover LR4,2011,375,375,300,1.9,Branco,150000,3,No,Yes,Guarda,3,170000
95,220,229,Four-wheel drive,Land Rover 5.0L 8 Cylinder 375 hp 375 ft-lbs,True,6,6 Speed Automatic Select Shift,12,Gasoline,17,Automatic transmission,2011 Land Rover LR4 HSE,Land Rover,2011 Land Rover LR4,2011,375,375,320,1.9,Amarelo,250000,1,Yes,Yes,Braga,3,5000
95,220,123,Four-wheel drive,Land Rover 5.0L 8 Cylinder 375 hp 375 ft-lbs,True,6,6 Speed Automatic Select Shift,12,Gasoline,17,Automatic transmission,2010 Land Rover LR4 V8,Land Rover,2010 Land Rover LR4,2010,375,375,270,2.5,Prateado,100000,1,Yes,Yes,Portalegre,1,200000
244,141,46,Rear-wheel drive,Jeep 3.7L 6 Cylinder 210 hp 235 ft-lbs,True,4,4 Speed Automatic,16,Gasoline,22,Automatic transmission,2010 Jeep Liberty Sport,Jeep,2010 Jeep Liberty,2010,210,235,230,8.0,Prateado,50000,5,No,Yes,Viana do Castelo,1,40000
244,141,46,Four-wheel drive,Jeep 3.7L 6 Cylinder 210 hp 235 ft-lbs,True,4,4 Speed Automatic,15,Gasoline,21,Automatic transmission,2010 Jeep Liberty Sport 4x4,Jeep,2010 Jeep Liberty,2010,210,235,222,8.8,Prateado,60000,1,No,No,Aveiro,4,300000
13,141,46,Rear-wheel drive,Jeep 3.7L 6 Cylinder 210 hp 235 ft-lbs,True,4,4 Speed Automatic,16,Gasoline,22,Automatic transmission,2010 Jeep Liberty Limited,Jeep,2010 Jeep Liberty,2010,210,235,227,8.0,Azul Corrida,60000,1,No,Yes,Porto,1,200000
13,141,46,Four-wheel drive,Jeep 3.7L 6 Cylinder 210 hp 235 ft-lbs,True,4,4 Speed Automatic,15,Gasoline,21,Automatic transmission,2010 Jeep Liberty Limited 4x4,Jeep,2010 Jeep Liberty,2010,210,235,227,7.4,Azul,50000,2,No,Yes,Lisboa,4,20000
13,141,46,Four-wheel drive,Jeep 3.7L 6 Cylinder 210 hp 235 ft-lbs,True,4,4 Speed Automatic,15,Gasoline,21,Automatic transmission,2010 Jeep Liberty Renegade,Jeep,2010 Jeep Liberty,2010,210,235,217,7.4,Cinzento,45000,1,Yes,No,Porto,1,170000
85,109,242,Four-wheel drive,Land Rover 5.0 8 Cylinder 510 hp 461 ft-lbs S-Charged,True,6,6 Speed Automatic Select Shift,12,Gasoline,18,Automatic transmission,2011 Land Rover Range Rover S-Charged,Land Rover,2011 Land Rover Range Rover,2011,510,461,320,1.9,Preto,100000,4,Yes,No,Madeira,1,200000
85,109,242,Four-wheel drive,Land Rover 5.0L 8 Cylinder 375 hp 375 ft-lbs,True,6,6 Speed Automatic Select Shift,12,Gasoline,18,Automatic transmission,2011 Land Rover Range Rover HSE LUX,Land Rover,2011 Land Rover Range Rover,2011,375,375,320,2.0,Azul,200000,1,No,Yes,Faro,3,2000
85,109,242,Four-wheel drive,Land Rover 5.0L 8 Cylinder 375 hp 375 ft-lbs,True,6,6 Speed Automatic Select Shift,12,Gasoline,18,Automatic transmission,2011 Land Rover Range Rover HSE,Land Rover,2011 Land Rover Range Rover,2011,375,375,350,1.9,Branco,150000,4,Yes,No,Viseu,4,100000
85,109,242,Four-wheel drive,Land Rover 5.0 8 Cylinder 510 hp 461 ft-lbs S-Charged,True,6,6 Speed Automatic Select Shift,12,Gasoline,18,Automatic transmission,2010 Land Rover Range Rover Supercharged,Land Rover,2010 Land Rover Range Rover,2010,510,461,350,1.9,Amarelo,100000,1,Yes,No,Coimbra,3,60000
85,109,242,Four-wheel drive,Land Rover 5.0L 8 Cylinder 375 hp 375 ft-lbs,True,6,6 Speed Automatic Select Shift,12,Gasoline,18,Automatic transmission,2010 Land Rover Range Rover HSE,Land Rover,2010 Land Rover Range Rover,2010,375,375,350,3.5,Branco,200000,2,Yes,Yes,Porto,1,30000
99,14,77,Four-wheel drive,Land Rover 2.0L 4 Cylinder 240 hp 251 ft-lbs,True,6,6 Speed Automatic Select Shift,18,Gasoline,28,Automatic transmission,2012 Land Rover Range Rover Evoque Dynamic,Land Rover,2012 Land Rover Range Rover Evoque,2012,240,251,250,5.5,Branco,90000,2,No,Yes,Beja,3,120000
99,4,77,Four-wheel drive,Land Rover 2.0L 4 Cylinder 240 hp 251 ft-lbs,True,6,6 Speed Automatic Select Shift,18,Gasoline,28,Automatic transmission,2012 Land Rover Range Rover Evoque Pure,Land Rover,2012 Land Rover Range Rover Evoque,2012,240,251,255,6.0,Azul,85000,2,No,No,Porto,3,20000
69,4,77,Four-wheel drive,Land Rover 2.0L 4 Cylinder 240 hp 251 ft-lbs,True,6,6 Speed Automatic Select Shift,18,Gasoline,28,Automatic transmission,2012 Land Rover Range Rover Evoque Coupe Pure,Land Rover,2012 Land Rover Range Rover Evoque,2012,240,251,255,4.0,Laranja Lava,90000,2,Yes,No,Guarda,3,170000
69,14,77,Four-wheel drive,Land Rover 2.0L 4 Cylinder 240 hp 251 ft-lbs,True,6,6 Speed Automatic Select Shift,18,Gasoline,28,Automatic transmission,2012 Land Rover Range Rover Evoque Coupe Dynamic,Land Rover,2012 Land Rover Range Rover Evoque,2012,240,251,245,6.0,Encarnado,70000,4,Yes,Yes,Vila Real,2,60000
99,4,77,Four-wheel drive,Land Rover 2.0L 4 Cylinder 240 hp 251 ft-lbs,True,6,6 Speed Automatic Select Shift,18,Gasoline,28,Automatic transmission,2012 Land Rover Range Rover Evoque Prestige,Land Rover,2012 Land Rover Range Rover Evoque,2012,240,251,245,5.5,Azul Corrida,85000,1,Yes,No,Coimbra,3,1000
190,83,49,Front-wheel drive,Chrysler 2.4L 4 cylinder 173 hp 166 ft-lbs,True,6,6 Speed Automatic,18,Gasoline,29,Automatic transmission,2011 Chrysler 200 Touring Convertible,Chrysler,2011 Chrysler 200 Convertible,2011,173,166,220,6.5,Encarnado,55000,3,Yes,No,Aveiro,2,1000
190,83,49,Front-wheel drive,Chrysler 3.6L 6 cylinder 283 hp 260 ft-lbs FFV,True,6,6 Speed Automatic,14,E85,21,Automatic transmission,2011 Chrysler 200 Limited Convertible,Chrysler,2011 Chrysler 200 Convertible,2011,283,260,245,5.0,Branco,80000,2,No,Yes,Beja,0,50000
114,58,24,Front-wheel drive,Chrysler 3.6L 6 cylinder 283 hp 260 ft-lbs FFV,True,6,6 Speed Automatic,19,Gasoline,29,Automatic transmission,2011 Chrysler 200 S Convertible,Chrysler,2011 Chrysler 200 Convertible,2011,283,260,244,4.5,Verde,85000,3,No,No,Santarém,3,120000
63,38,163,Rear-wheel drive,Ferrari 5.7L 12 Cylinder 540 hp 434 ft-lbs,True,6,6 Speed Automatic,9,Gasoline,16,Automatic transmission,2010 Ferrari 612 Scaglietti,Ferrari,2010 Ferrari 612 Scaglietti,2010,540,434,320,3.5,Azul,250000,3,No,Yes,Porto,4,150000
252,167,209,Four-wheel drive,Land Rover 5.0L 8 Cylinder 375 hp 375 ft-lbs,True,6,6 Speed Automatic Select Shift,13,Gasoline,18,Automatic transmission,2011 Land Rover Range Rover Sport HSE,Land Rover,2011 Land Rover Range Rover Sport,2011,375,375,270,3.5,Laranja Lava,200000,2,No,Yes,Aveiro,0,300000
252,167,209,Four-wheel drive,Land Rover 5.0 8 Cylinder 510 hp 461 ft-lbs S-Charged,True,6,6 Speed Automatic Select Shift,12,Gasoline,17,Automatic transmission,2011 Land Rover Range Rover Sport Supercharged,Land Rover,2011 Land Rover Range Rover Sport,2011,510,461,290,2.5,Azul Corrida,150000,3,Yes,Yes,Faro,2,10000
252,167,209,Four-wheel drive,Land Rover 5.0L 8 Cylinder 375 hp 375 ft-lbs,True,6,6 Speed Automatic Select Shift,13,Gasoline,18,Automatic transmission,2011 Land Rover Range Rover Sport HSE LUX,Land Rover,2011 Land Rover Range Rover Sport,2011,375,375,300,3.5,Cinzento,250000,5,Yes,No,Castelo Branco,3,170000
205,58,24,Front-wheel drive,Chrysler 2.4L 4 cylinder 173 hp 166 ft-lbs,True,4,4 Speed Automatic,20,Gasoline,29,Automatic transmission,2010 Chrysler Sebring LX Convertible,Chrysler,2010 Chrysler Sebring Convertible,2010,173,166,215,7.2,Verde,55000,4,No,Yes,Portalegre,0,250000
205,58,24,Front-wheel drive,Chrysler 2.7L 6 cylinder 186 hp 191 ft-lbs FFV,True,4,4 Speed Automatic,13,E85,19,Automatic transmission,2010 Chrysler Sebring Touring Convertible,Chrysler,2010 Chrysler Sebring Convertible,2010,186,191,237,7.0,Azul Corrida,45000,1,No,Yes,Braga,3,170000
205,58,24,Front-wheel drive,Chrysler 3.5L 6 cylinder 235 hp 232 ft-lbs,True,6,6 Speed Automatic Select Shift,16,Gasoline,27,Automatic transmission,2010 Chrysler Sebring Limited Convertible,Chrysler,2010 Chrysler Sebring Convertible,2010,235,232,255,4.5,Azul Corrida,95000,4,Yes,Yes,Braga,4,5000
247,174,140,Four-wheel drive,Land Rover 5.0L 8 Cylinder 375 hp 375 ft-lbs,True,6,6 Speed Automatic Select Shift,13,Gasoline,18,Automatic transmission,2010 Land Rover Range Rover Sport HSE,Land Rover,2010 Land Rover Range Rover Sport,2010,375,375,290,2.0,Laranja,250000,4,Yes,Yes,Madeira,3,1000
247,174,140,Four-wheel drive,Land Rover 5.0 8 Cylinder 510 hp 461 ft-lbs S-Charged,True,6,6 Speed Automatic Select Shift,12,Gasoline,17,Automatic transmission,2010 Land Rover Range Rover Sport Supercharged,Land Rover,2010 Land Rover Range Rover Sport,2010,510,461,300,3.0,Preto,200000,4,No,Yes,Beja,3,120000
218,233,16,Front-wheel drive,Chrysler 2.4L 4 cylinder 173 hp 166 ft-lbs,True,4,4 Speed Automatic,21,Gasoline,30,Automatic transmission,2010 Chrysler Sebring Touring Sedan,Chrysler,2010 Chrysler Sebring Sedan,2010,173,166,223,8.8,Prateado,50000,3,Yes,No,Évora,3,120000
218,233,16,Front-wheel drive,Chrysler 2.4L 4 cylinder 173 hp 166 ft-lbs,True,4,4 Speed Automatic,21,Gasoline,30,Automatic transmission,2010 Chrysler Sebring Limited Sedan,Chrysler,2010 Chrysler Sebring Sedan,2010,173,166,230,8.5,Laranja Lava,60000,2,No,No,Porto,2,120000
252,167,209,Four-wheel drive,Land Rover 5.0 8 Cylinder 510 hp 461 ft-lbs S-Charged,True,6,6 Speed Automatic Select Shift,12,Gasoline,17,Automatic transmission,2011 Land Rover Range Rover Sport Autobiography,Land Rover,2011 Land Rover Range Rover Sport,2011,510,461,290,3.5,Laranja Lava,200000,4,No,Yes,Castelo Branco,1,300000
216,63,8,Front-wheel drive,Saab 2.0L 4 Cylinder 210 hp 221 ft-lbs Turbo,True,6,6 Speed Manual,21,Gasoline,31,Manual transmission,2011 Saab 9-3 2.0T SportCombi,Saab,2011 Saab 9-3 SportCombi,2011,210,221,215,7.0,Branco,60000,1,Yes,Yes,Madeira,1,10
216,63,8,Front-wheel drive,Saab 2.0L 4 Cylinder 210 hp 221 ft-lbs Turbo,True,6,6 Speed Manual,21,Gasoline,31,Manual transmission,2011 Saab 9-3 2.0T Aero SportCombi MT,Saab,2011 Saab 9-3 SportCombi,2011,210,221,225,8.8,Azul Marinho,65000,1,No,No,Santarém,4,120000
249,80,8,All-wheel drive,Saab 2.0L 4 Cylinder 210 hp 221 ft-lbs Turbo,True,6,6 Speed Automatic,17,Gasoline,27,Automatic transmission,2011 Saab 9-3 2.0T SportCombi XWD,Saab,2011 Saab 9-3 SportCombi,2011,210,221,225,7.2,Amarelo,45000,1,No,No,Viseu,1,40000
216,63,8,Front-wheel drive,Saab 2.0L 4 Cylinder 210 hp 221 ft-lbs Turbo,True,5,5 Speed Automatic,19,Gasoline,28,Automatic transmission,2011 Saab 9-3 2.0T SportCombi AT,Saab,2011 Saab 9-3 SportCombi,2011,210,221,217,8.4,Cinzento,50000,5,Yes,Yes,Porto,1,170000
216,63,8,Front-wheel drive,Saab 2.0L 4 Cylinder 210 hp 221 ft-lbs Turbo,True,5,5 Speed Automatic,19,Gasoline,27,Automatic transmission,2011 Saab 9-3 2.0T Aero SportCombi,Saab,2011 Saab 9-3 SportCombi,2011,210,221,237,8.0,Preto,50000,5,No,Yes,Évora,2,10
249,80,8,All-wheel drive,Saab 2.0L 4 Cylinder 210 hp 221 ft-lbs Turbo,True,6,6 Speed Manual,20,Gasoline,29,Manual transmission,2011 Saab 9-3 2.0T SportCombi XWD MT,Saab,2011 Saab 9-3 SportCombi,2011,210,221,225,7.8,Laranja,50000,4,Yes,No,Madeira,1,250000
134,67,3,Front-wheel drive,Scion 2.5L 4 Cylinder 180hp 173ft-lbs,True,6,6 Speed Manual,23,Gasoline,31,Manual transmission,2012 Scion tC,Scion,2012 Scion tC,2012,180,173,240,8.2,Amarelo,50000,4,No,Yes,Viana do Castelo,1,120000
134,67,3,Front-wheel drive,Scion 2.5L 4 Cylinder 180hp 173ft-lbs,True,6,6 Speed Automatic Select Shift,23,Gasoline,31,Automatic transmission,2012 Scion tC AT,Scion,2012 Scion tC,2012,180,173,217,7.5,Preto,60000,5,No,Yes,Bragança,4,70000
134,67,3,Front-wheel drive,Scion 2.5L 4 Cylinder 180hp 173ft-lbs,True,6,6 Speed Manual,23,Gasoline,31,Manual transmission,2012 Scion tC 7.0,Scion,2012 Scion tC,2012,180,173,220,7.8,Azul,50000,1,No,Yes,Porto,2,300000
134,67,3,Front-wheel drive,Scion 2.5L 4 Cylinder 180hp 173ft-lbs,True,6,6 Speed Automatic Select Shift,23,Gasoline,31,Automatic transmission,2012 Scion tC 7.0 AT,Scion,2012 Scion tC,2012,180,173,240,8.2,Laranja,65000,5,Yes,Yes,Coimbra,1,250000
134,67,3,Front-wheel drive,Scion 2.5L 4 Cylinder 180hp 173ft-lbs,True,6,6 Speed Manual,23,Gasoline,31,Manual transmission,2011 Scion tC,Scion,2011 Scion tC,2011,180,173,230,7.2,Encarnado,55000,1,Yes,No,Vila Real,3,90000
134,67,3,Front-wheel drive,Scion 2.5L 4 Cylinder 180hp 173ft-lbs,True,6,6 Speed Automatic Select Shift,23,Gasoline,31,Automatic transmission,2011 Scion tC AT,Scion,2011 Scion tC,2011,180,173,222,8.4,Cinzento,45000,4,No,Yes,Castelo Branco,4,2000
134,67,219,Front-wheel drive,Scion 2.4L 4 Cylinder 161hp 162ft-lbs,True,5,5 Speed Manual,20,Gasoline,27,Manual transmission,2010 Scion tC,Scion,2010 Scion tC,2010,161,162,235,8.4,Laranja Lava,50000,5,Yes,No,Porto,2,1000
134,67,219,Front-wheel drive,Scion 2.4L 4 Cylinder 161hp 162ft-lbs,True,4,4 Speed Automatic,21,Gasoline,29,Automatic transmission,2010 Scion tC AT,Scion,2010 Scion tC,2010,161,162,220,7.8,Verde Corrida,65000,2,Yes,Yes,Setúbal,4,40000
246,102,83,Rear-wheel drive,Aston Martin 5.9L 12 Cylinder 470 hp 443 ft-lbs,True,6,6 Speed Manual,11,Gasoline,17,Manual transmission,2011 Aston Martin DB9 Coup,Aston Martin,2011 Aston Martin DB9 Coup,2011,470,443,290,3.5,Verde Corrida,250000,2,Yes,Yes,Braga,0,120000
246,102,83,Rear-wheel drive,Aston Martin 5.9L 12 Cylinder 470 hp 443 ft-lbs,True,6,6 Speed Automatic Select Shift,13,Gasoline,20,Automatic transmission,2011 Aston Martin DB9 Coup AT,Aston Martin,2011 Aston Martin DB9 Coup,2011,470,443,320,2.0,Laranja Lava,100000,1,Yes,No,Aveiro,1,90000
134,67,219,Front-wheel drive,Scion 2.4L 4 Cylinder 161hp 162ft-lbs,True,5,5 Speed Manual,20,Gasoline,27,Manual transmission,2010 Scion tC 6.0,Scion,2010 Scion tC,2010,161,162,237,7.0,Azul Corrida,45000,5,Yes,Yes,Vila Real,2,120000
134,67,219,Front-wheel drive,Scion 2.4L 4 Cylinder 161hp 162ft-lbs,True,4,4 Speed Automatic,21,Gasoline,29,Automatic transmission,2010 Scion tC 6.0 AT,Scion,2010 Scion tC,2010,161,162,225,7.4,Encarnado,60000,1,No,No,Viana do Castelo,1,70000
246,102,83,Rear-wheel drive,Aston Martin 5.9L 12 Cylinder 470 hp 443 ft-lbs,True,6,6 Speed Manual,11,Gasoline,17,Manual transmission,2010 Aston Martin DB9 Coup,Aston Martin,2010 Aston Martin DB9 Coup,2010,470,443,300,3.0,Preto,100000,1,No,No,Lisboa,1,80000
20,103,87,Rear-wheel drive,Aston Martin 5.9L 12 Cylinder 470 hp 443 ft-lbs,True,6,6 Speed Automatic Select Shift,13,Gasoline,20,Automatic transmission,2010 Aston Martin DB9 Coup AT,Aston Martin,2010 Aston Martin DB9 Coup,2010,470,443,290,2.0,Azul Corrida,200000,2,No,Yes,Portalegre,1,70000
249,80,8,All-wheel drive,Saab 2.0L 4 Cylinder 210 hp 221 ft-lbs Turbo,True,6,6 Speed Manual,20,Gasoline,29,Manual transmission,2010 Saab 9-3 2.0T SportCombi XWD MT,Saab,2010 Saab 9-3 SportCombi,2010,210,221,235,6.5,Laranja Lava,65000,2,Yes,No,Madeira,1,10
216,63,8,Front-wheel drive,Saab 2.0L 4 Cylinder 210 hp 221 ft-lbs Turbo,True,5,5 Speed Automatic,19,Gasoline,27,Automatic transmission,2010 Saab 9-3 2.0T SportCombi AT,Saab,2010 Saab 9-3 SportCombi,2010,210,221,235,7.2,Prateado,50000,1,No,Yes,Coimbra,4,50000
216,63,8,Front-wheel drive,Saab 2.0L 4 Cylinder 210 hp 221 ft-lbs Turbo,True,6,6 Speed Manual,21,Gasoline,31,Manual transmission,2010 Saab 9-3 2.0T Aero SportCombi MT,Saab,2010 Saab 9-3 SportCombi,2010,210,221,215,7.2,Azul,50000,1,Yes,No,Aveiro,4,60000
249,80,8,All-wheel drive,Saab 2.0L 4 Cylinder 210 hp 221 ft-lbs Turbo,True,6,6 Speed Automatic,17,Gasoline,27,Automatic transmission,2010 Saab 9-3 2.0T SportCombi XWD,Saab,2010 Saab 9-3 SportCombi,2010,210,221,217,7.5,Verde Corrida,65000,5,Yes,No,Guarda,3,200000
216,63,8,Front-wheel drive,Saab 2.0L 4 Cylinder 210 hp 221 ft-lbs Turbo,True,5,5 Speed Automatic,19,Gasoline,27,Automatic transmission,2010 Saab 9-3 2.0T Aero SportCombi,Saab,2010 Saab 9-3 SportCombi,2010,210,221,215,8.2,Prateado,55000,1,Yes,No,Santarém,0,60000
127,139,148,Front-wheel drive,Mini 1.6L 4 Cylinder 121 hp 114 ft-lbs,True,6,6 Speed Manual,29,Gasoline,37,Manual transmission,2012 MINI Cooper Hardtop,MINI,2012 MINI Cooper Hardtop,2012,121,114,190,9.8,Verde,25000,1,Yes,No,Coimbra,3,2000
127,139,148,Front-wheel drive,Mini 1.6L 4 Cylinder 121 hp 114 ft-lbs,True,6,6 Speed Automatic Select Shift,28,Gasoline,36,Automatic transmission,2012 MINI Cooper Hardtop AT,MINI,2012 MINI Cooper Hardtop,2012,121,114,171,10.5,Cinzento,25000,1,Yes,Yes,Madeira,0,40000
127,144,148,Front-wheel drive,Mini 1.6L 4 Cylinder 181 hp 177 ft-lbs Turbo,True,6,6 Speed Manual,27,Gasoline,35,Manual transmission,2012 MINI Cooper S Hardtop,MINI,2012 MINI Cooper Hardtop,2012,181,177,230,7.8,Prateado,45000,5,No,No,Açores,1,150000
127,144,148,Front-wheel drive,Mini 1.6L 4 Cylinder 181 hp 177 ft-lbs Turbo,True,6,6 Speed Automatic Select Shift,26,Gasoline,34,Automatic transmission,2012 MINI Cooper S Hardtop AT,MINI,2012 MINI Cooper Hardtop,2012,181,177,240,8.4,Laranja Lava,65000,4,Yes,No,Guarda,4,20000
127,144,148,Front-wheel drive,MINI 1.6L 4 Cylinder 208 hp 192 ft-lbs Turbo,True,6,6 Speed Manual,25,Gasoline,33,Manual transmission,2012 MINI John Cooper Works Hardtop,MINI,2012 MINI Cooper Hardtop,2012,208,192,227,8.0,Azul Corrida,55000,3,Yes,Yes,Castelo Branco,1,100000
127,139,148,Front-wheel drive,Mini 1.6L 4 Cylinder 121 hp 114 ft-lbs,True,6,6 Speed Manual,29,Gasoline,37,Manual transmission,2011 MINI Cooper Hardtop,MINI,2011 MINI Cooper Hardtop,2011,121,114,185,9.2,Azul,15000,5,No,Yes,Guarda,3,60000
127,139,148,Front-wheel drive,Mini 1.6L 4 Cylinder 121 hp 114 ft-lbs,True,6,6 Speed Automatic Select Shift,28,Gasoline,36,Automatic transmission,2011 MINI Cooper Hardtop AT,MINI,2011 MINI Cooper Hardtop,2011,121,114,190,9.2,Azul Corrida,40000,2,No,No,Portalegre,2,100000
127,144,148,Front-wheel drive,Mini 1.6L 4 Cylinder 181 hp 177 ft-lbs Turbo,True,6,6 Speed Manual,27,Gasoline,35,Manual transmission,2011 MINI Cooper S Hardtop,MINI,2011 MINI Cooper Hardtop,2011,181,177,230,6.5,Laranja Lava,50000,1,Yes,No,Madeira,3,150000
127,144,148,Front-wheel drive,Mini 1.6L 4 Cylinder 181 hp 177 ft-lbs Turbo,True,6,6 Speed Automatic Select Shift,26,Gasoline,34,Automatic transmission,2011 MINI Cooper S Hardtop AT,MINI,2011 MINI Cooper Hardtop,2011,181,177,240,7.2,Branco,45000,5,Yes,Yes,Madeira,1,30000
127,144,148,Front-wheel drive,MINI 1.6L 4 Cylinder 208 hp 192 ft-lbs Turbo,True,6,6 Speed Manual,25,Gasoline,33,Manual transmission,2011 MINI John Cooper Works Hardtop,MINI,2011 MINI Cooper Hardtop,2011,208,192,215,8.8,Verde Corrida,55000,4,Yes,Yes,Viana do Castelo,0,70000
